0.99897,2.281,0.99897,-0.00076792
1.032,2.281,1.0294,-0.00076792
1.0599,2.2838,1.0599,-0.00076792
1.0929,2.2838,1.0904,-0.00076792
1.1209,2.2866,1.1209,-0.00076792
1.1514,2.2873,1.1514,-0.00076792
1.1844,2.2894,1.1818,-0.00076792
1.2123,2.2921,1.2123,-0.00076792
1.2428,2.2928,1.2428,-0.00076792
1.2758,2.2949,1.2733,-0.00076792
1.3037,2.2977,1.3037,-0.00076792
1.3317,2.2991,1.3342,-0.00076792
1.3647,2.3012,1.3647,-0.00076792
1.3952,2.3032,1.3952,-0.00076792
1.4257,2.306,1.4257,-0.00076792
1.4536,2.3074,1.4561,-0.00076792
1.4866,2.3095,1.4866,-0.00076792
1.5171,2.3125,1.5171,-0.00076792
1.5501,2.3143,1.5476,-0.00076792
1.5806,2.3171,1.578,-0.00076792
1.6111,2.3199,1.6085,-0.00076792
1.639,2.3227,1.639,-0.00076792
1.6669,2.3241,1.6695,-0.00076792
1.6974,2.3268,1.7,-0.00076792
1.7279,2.3296,1.7304,-0.00076792
1.7584,2.3324,1.7609,-0.00076792
1.7888,2.3352,1.7914,-0.00076792
1.8244,2.3393,1.8219,-0.00076792
1.8549,2.3421,1.8523,-0.00076792
1.8854,2.3449,1.8828,-0.00076792
1.9133,2.3484,1.9133,-0.00076792
1.9438,2.3511,1.9438,-0.00076792
1.9717,2.3546,1.9743,-0.00076792
2.0073,2.3588,2.0047,-0.00076792
2.0352,2.3625,2.0352,-0.00076792
2.0657,2.365,2.0657,-0.00076792
2.0962,2.3688,2.0962,-0.00076792
2.1266,2.3736,2.1266,-0.00076792
2.1571,2.3761,2.1571,-0.00076792
2.1876,2.3799,2.1876,-0.00076792
2.2181,2.3845,2.2181,-0.00076792
2.2485,2.3882,2.2485,-0.00076792
2.279,2.393,2.279,-0.00076792
2.3095,2.3965,2.3095,-0.00076792
2.34,2.4011,2.34,-0.00076792
2.3705,2.4049,2.3705,-0.00076792
2.4009,2.4094,2.4009,-0.00076792
2.4294,2.4138,2.4314,-0.00076792
2.4619,2.4187,2.4619,-0.00076792
2.4924,2.4233,2.4924,-0.00076792
2.5228,2.4289,2.5228,-0.00076792
2.5533,2.4326,2.5533,-0.00076792
2.5838,2.4382,2.5838,-0.00076792
2.6168,2.4442,2.6143,-0.00076792
2.6448,2.4493,2.6448,-0.00076792
2.6778,2.4553,2.6752,-0.00076792
2.7057,2.4604,2.7057,-0.00076792
2.7362,2.466,2.7362,-0.00076792
2.7646,2.4721,2.7692,-0.00076792
2.7992,2.4793,2.7971,0.0047867
2.8276,2.4865,2.8276,0.0061753
2.8581,2.4948,2.8581,0.01173
2.8886,2.5032,2.8886,0.017747
2.917,2.5115,2.9191,0.022839
2.9414,2.5209,2.9495,0.028394
2.9719,2.5315,2.98,0.033948
2.9597,2.524,3.013,0.038114
2.9983,2.5384,3.041,0.043669
3.0227,2.5484,3.0714,0.043669
3.0532,2.5593,3.0994,0.046446
3.041,2.5518,3.1324,0.049224
