0.0000003	3.96715803
0.000000305	3.99310533
0.00000031	4.01159034
0.000000315	4.02932208
0.00000032	4.04539376
0.000000325	4.05784053
0.00000033	4.06569457
0.000000335	4.06975687
0.00000034	4.07283742
0.000000345	4.07954726
0.00000035	4.09474158
0.000000355	4.12013652
0.00000036	4.15083551
0.000000365	4.17612654
0.00000037	4.18885306
0.000000375	4.19475526
0.00000038	4.20393741
0.000000385	4.21653435
0.00000039	4.22554886
0.000000395	4.22607147
0.0000004	4.21726206
0.000000405	4.20050479
0.00000041	4.17812782
0.000000415	4.15294004
0.00000042	4.12793244
0.000000425	4.10588937
0.00000043	4.08893823
0.000000435	4.07794183
0.00000044	4.07539308
0.000000445	4.08114058
0.00000045	4.09370791
0.000000455	4.11204146
0.00000046	4.1352053
0.000000465	4.16245967
0.00000047	4.19329591
0.000000475	4.22742953
0.00000048	4.26477064
0.000000485	4.30539748
0.00000049	4.34953588
0.000000495	4.39755246
0.0000005	4.44996696
0.000000505	4.50749418
0.00000051	4.57114476
0.000000515	4.64246596
0.00000052	4.72398355
0.000000525	4.81893783
0.00000053	4.92712287
0.000000535	5.03732247
0.00000054	5.12919446
0.000000545	5.18980521
0.00000055	5.22428536
0.000000555	5.24845304
0.00000056	5.2777161
0.000000565	5.323886
0.00000057	5.39539988
0.000000575	5.49303968
0.00000058	5.60301042
0.000000585	5.69983164
0.00000059	5.76191197
0.000000595	5.78373737
0.0000006	5.77338016
0.000000605	5.7426206
0.00000061	5.70056883
0.000000615	5.65272786
0.00000062	5.60221782
0.000000625	5.5508886
0.00000063	5.49991585
0.000000635	5.45008263
0.00000064	5.40191891
0.000000645	5.35577728
0.00000065	5.3118784
0.000000655	5.27034113
0.00000066	5.23120449
0.000000665	5.19444486
0.00000067	5.15998965
0.000000675	5.1277285
0.00000068	5.09752234
0.000000685	5.06921081
0.00000069	5.04261856
0.000000695	5.01756116
0.0000007	4.99385146
0.000000705	4.97130745
0.00000071	4.94976169
0.000000715	4.92907156
0.00000072	4.9091282
0.000000725	4.88986125
0.00000073	4.8712374
0.000000735	4.85325233
0.00000074	4.83591836
0.000000745	4.81925115
0.00000075	4.80325849
0.000000755	4.78793446
0.00000076	4.77325821
0.000000765	4.75919666
0.00000077	4.74570916
0.000000775	4.73275222
0.00000078	4.72028339
0.000000785	4.70826361
0.00000079	4.69665834
0.000000795	4.68543768
0.0000008	4.67457604
0.000000805	4.66405151
0.00000081	4.65384525
0.000000815	4.64394091
0.00000082	4.63432419
0.000000825	4.62498251
0.00000083	4.61590469
0.000000835	4.6070808
0.00000084	4.59850195
0.000000845	4.59016024
0.00000085	4.58204858
0.000000855	4.5741607
0.00000086	4.56649108
0.000000865	4.55903498
0.00000087	4.55178856
0.000000875	4.54474844
0.00000088	4.53791188
0.000000885	4.53127679
0.00000089	4.52484153
0.000000895	4.51860472
0.0000009	4.51256488
0.000000905	4.50671999
0.00000091	4.50106699
0.000000915	4.49560142
0.00000092	4.49031711
0.000000925	4.48520621
0.00000093	4.48025937
0.000000935	4.47546623
0.00000094	4.47081594
0.000000945	4.46629769
0.00000095	4.46190118
0.000000955	4.45761692
0.00000096	4.45343643
0.000000965	4.44935236
0.00000097	4.44535876
0.000000975	4.44145049
0.00000098	4.43762313
0.000000985	4.43387284
0.00000099	4.43019593
0.000000995	4.42658854
0.000001	4.42304634
0.000001005	4.41956437
0.00000101	4.41613709
0.000001015	4.4127586
0.00000102	4.40942287
0.000001025	4.40612417
0.00000103	4.40285732
0.000001035	4.39961796
0.00000104	4.39640266
0.000001045	4.39320897
0.00000105	4.39003538
0.000001055	4.38688117
0.00000106	4.38374633
0.000001065	4.38063137
