Ge sylarus wafer 300-1700nm, 75-77-79 deg, AR on, alignment detector out
VASEmethod[EllipsometerType=5, Isotropic+Depolarization, AutoRetarder=1, TrackPol=1, Pol>=0, Revs=5.0, AutoSlit=1700, WVASE=3.862, HardVer=6.256, Fri Jan 06 16:36:41 2017]
Original[ge_sylarus_wafer_scan_300_1700nm_75_77_79_alignment_out_ar.dat]
nm
300.000000	75.000000	27.708399	102.1311	0.047283	0.140573
305.000000	75.000000	26.682058	101.86956	0.0438697	0.133778
310.000000	75.000000	25.895998	101.48099	0.0382646	0.118406
315.000000	75.000000	25.294973	101.2794	0.0407412	0.127359
320.000000	75.000000	24.773066	101.19508	0.0458801	0.150452
325.000000	75.000000	24.298504	101.04816	0.0440148	0.145237
330.000000	75.000000	23.873617	101.08326	0.0455404	0.151426
335.000000	75.000000	23.485313	101.16074	0.0444328	0.149191
340.000000	75.000000	23.125267	101.32589	0.0405691	0.137295
345.000000	75.000000	22.784506	101.50948	0.0409285	0.139613
350.000000	75.000000	22.478632	101.74226	0.041208	0.141895
355.000000	75.000000	22.170856	102.15963	0.0424978	0.147941
360.000000	75.000000	21.84668	102.4158	0.0441854	0.159722
365.000000	75.000000	21.538849	102.82679	0.0385577	0.140471
370.000000	75.000000	21.212866	103.38016	0.040509	0.149765
375.000000	75.000000	20.87475	103.656	0.0388129	0.144735
380.000000	75.000000	20.517082	103.91793	0.0368676	0.139064
385.000000	75.000000	20.160097	104.11032	0.0407549	0.155921
390.000000	75.000000	19.820801	104.17891	0.0362359	0.140204
395.000000	75.000000	19.490349	104.12498	0.0376198	0.147178
400.000000	75.000000	19.221375	104.01823	0.0374076	0.148076
405.000000	75.000000	18.996195	103.61673	0.0391773	0.159655
410.000000	75.000000	18.837587	103.35293	0.0385567	0.157772
415.000000	75.000000	18.739388	103.005	0.0370357	0.151403
420.000000	75.000000	18.686996	102.7018	0.0400119	0.162951
425.000000	75.000000	18.676893	102.64732	0.0365439	0.148573
430.000000	75.000000	18.695143	102.62658	0.0368714	0.149286
435.000000	75.000000	18.733917	102.71404	0.0393728	0.158744
440.000000	75.000000	18.779259	102.94549	0.0361709	0.145279
445.000000	75.000000	18.827223	103.27495	0.0398274	0.159525
450.000000	75.000000	18.876869	103.74862	0.0356583	0.146316
455.000000	75.000000	18.928045	104.20667	0.0349581	0.142877
460.000000	75.000000	18.976824	104.73005	0.0372662	0.151792
465.000000	75.000000	19.02417	105.41783	0.0354601	0.144457
470.000000	75.000000	19.069445	105.98249	0.0350791	0.142443
475.000000	75.000000	19.114159	106.81176	0.0355137	0.144651
480.000000	75.000000	19.159767	107.64181	0.0314089	0.128002
485.000000	75.000000	19.202059	108.47342	0.0324953	0.132817
490.000000	75.000000	19.243919	109.36023	0.0348203	0.142689
495.000000	75.000000	19.280323	110.21477	0.0356615	0.146581
500.000000	75.000000	19.316055	111.15171	0.0307013	0.127736
505.000000	75.000000	19.353113	112.16286	0.0319445	0.133151
510.000000	75.000000	19.390665	113.33949	0.0321173	0.134422
515.000000	75.000000	19.423351	114.65777	0.0282294	0.119042
520.000000	75.000000	19.434982	116.19721	0.0280197	0.119428
525.000000	75.000000	19.388796	117.89623	0.0277733	0.120132
530.000000	75.000000	19.255732	119.55154	0.0262403	0.115649
535.000000	75.000000	19.029264	121.25716	0.0237212	0.107219
540.000000	75.000000	18.75292	122.52647	0.0278724	0.128907
545.000000	75.000000	18.468033	123.80065	0.0219435	0.104169
550.000000	75.000000	18.205074	124.86901	0.0229366	0.111816
555.000000	75.000000	18.028343	125.56992	0.0201109	0.0967839
560.000000	75.000000	17.8985	126.46763	0.0176142	0.0859794
