0.69193,2.9133,0.69168,0.032227
0.69754,2.9133,0.6978,0.032171
0.70324,2.9132,0.70481,0.020135
0.70904,2.9132,0.71224,0.017076
0.71492,2.9131,0.72009,0.021998
0.72091,2.9131,0.72756,0.016946
0.727,2.913,0.73547,0.016881
0.7332,2.913,0.74385,0.019309
0.7395,2.9129,0.75213,0.019743
0.7459,2.9129,0.76059,0.020177
0.75243,2.9128,0.76955,0.019611
0.75906,2.9141,0.77809,0.018051
0.76582,2.9157,0.78747,0.016846
0.77269,2.917,0.79675,0.016422
0.77969,2.9186,0.80659,0.01885
0.78682,2.9186,0.81668,0.020564
0.79408,2.9185,0.82595,0.010759
0.80147,2.9185,0.8369,0.020434
0.80901,2.9184,0.84776,0.02108
0.81668,2.9189,0.85814,0.018166
0.82451,2.9243,0.86957,0.018456
0.83248,2.9243,0.8813,0.022308
0.84061,2.9242,0.89252,0.018326
0.8489,2.9242,0.90489,0.02004
0.85736,2.9241,0.91716,0.020403
0.86599,2.9251,0.92977,0.01991
0.87479,2.927,0.9432,0.020556
0.88377,2.93,0.95703,0.018065
0.89294,2.9299,0.96977,0.019716
0.9023,2.9299,0.98491,0.020929
0.91186,2.9309,0.99946,0.019581
0.92163,2.933,1.0145,0.019516
0.9316,2.9357,1.0288,0.017574
0.9418,2.9357,1.0464,0.02072
0.95222,2.9356,1.0623,0.020177
0.96287,2.9386,1.0798,0.022462
0.97376,2.9412,1.0967,0.019192
0.98491,2.9415,1.1161,0.02126
0.99631,2.9417,1.1348,0.020625
1.008,2.9452,1.1542,0.018992
1.0199,2.9473,1.1743,0.018927
1.0322,2.9473,1.195,0.01929
1.0447,2.9475,1.2165,0.021363
1.0575,2.9515,1.2391,0.018646
1.0707,2.9531,1.2619,0.021233
1.0842,2.9544,1.2868,0.021309
1.098,2.9571,1.3126,0.021527
1.1112,2.9593,1.3386,0.021034
1.1267,2.9622,1.3666,0.023105
1.1417,2.9646,1.3928,0.021548
1.157,2.9659,1.4231,0.020412
1.1728,2.9708,1.4537,0.021202
1.189,2.9713,1.4868,0.019852
1.2057,2.9761,1.5203,0.017292
1.2228,2.9802,1.5565,0.016298
1.2404,2.9828,1.5932,0.017944
1.2585,2.9855,1.6316,0.018307
1.2772,2.9887,1.672,0.019525
1.2965,2.9939,1.7143,0.019888
1.3163,2.9957,1.7589,0.018967
1.3367,2.9998,1.8076,0.020825
1.3578,3.0052,1.8555,0.019479
1.3796,3.0101,1.9117,0.020051
1.4021,3.0144,1.9673,0.021269
1.4253,3.0198,2.0262,0.021204
1.4493,3.0238,2.0865,0.017132
1.4741,3.032,2.1554,0.021074
1.4998,3.0385,2.2263,0.021009
1.5257,3.0437,2.3021,0.023082
1.554,3.0504,2.3833,0.029432
1.5825,3.0588,2.4639,0.047419
1.6122,3.0666,2.5536,0.08248
1.6429,3.0751,2.619,0.11923
1.6749,3.0848,2.6997,0.17652
1.7082,3.0935,2.7918,0.24074
1.7427,3.1049,2.8823,0.29615
1.7788,3.1163,2.9937,0.34965
1.8163,3.1291,3.0965,0.40598
1.8555,3.1424,3.1797,0.47167
1.8963,3.158,3.2451,0.55334
1.9391,3.1724,3.2959,0.6319
1.9838,3.1903,3.3425,0.70829
2.0306,3.2097,3.3783,0.78682
2.0796,3.2306,3.421,0.87682
2.1311,3.2562,3.4585,0.95963
2.1852,3.2857,3.4839,1.0404
2.2422,3.3203,3.5163,1.1248
2.3021,3.3615,3.5492,1.2111
2.3654,3.41,3.5626,1.2934
2.4322,3.4637,3.5964,1.3789
2.503,3.524,3.617,1.459
2.578,3.5886,3.6449,1.537
2.6538,3.6542,3.6732,1.6291
2.7304,3.7181,3.6947,1.7116
2.8156,3.7823,3.7311,1.7947
2.9109,3.8431,3.7682,1.8779
3.0064,3.896,3.8214,1.9598
3.0775,3.9494,3.9002,2.0359
3.1376,4.0193,4.103,2.0289
3.1994,4.0944,0,0
3.2426,4.17,0,0
3.2856,4.24,0,0
3.3156,4.3066,0,0
3.3663,4.3829,0,0
3.4189,4.4486,0,0
3.5294,4.486,0,0
3.6344,4.425,0,0
3.7027,4.3521,0,0
3.7566,4.278,0,0
3.7883,4.2096,0,0
3.8395,4.1342,0,0
3.878,4.0578,0,0
3.9107,3.9661,0,0
3.9655,3.8903,0,0
3.9962,3.8169,0,0
4.0715,3.7346,0,0
